PrescriberID,qAddress,Orders,PlantDate,Plan,Age,latitude,longitude
44857,,31,25-04-2001 00:00,2001,16,,
253465,98X Marston Ave,4,12-09-2017 00:00,2017,0,37.72759919,-122.4464138
253495,1x Gordon St,13,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
201698,342 08th St,6,12-09-2017 00:00,2017,0,37.77387797,-122.4088428
201694,342 08th St,2,12-09-2017 00:00,2017,0,37.77405285,-122.4090505
253492,1x Gordon St,10,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
253490,1x Gordon St,8,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
253487,1x Gordon St,5,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
201697,342 08th St,5,12-09-2017 00:00,2017,0,37.77391574,-122.4088885
201696,342 08th St,4,12-09-2017 00:00,2017,0,37.77395925,-122.4089384
253462,98X Marston Ave,1,12-09-2017 00:00,2017,0,37.72759919,-122.4464138
253488,1x Gordon St,6,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
253493,1x Gordon St,11,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
253475,1222 Harrison St,1,12-09-2017 00:00,2017,0,37.77354286,-122.40889
201689,324 08th St,2,12-09-2017 00:00,2017,0,37.77438946,-122.4094754
253463,98X Marston Ave,2,12-09-2017 00:00,2017,0,37.72759919,-122.4464138
253479,1222 Harrison St,5,12-09-2017 00:00,2017,0,37.77354286,-122.40889
201699,342 08th St,7,12-09-2017 00:00,2017,0,37.77384185,-122.4087909
253476,1222 Harrison St,2,12-09-2017 00:00,2017,0,37.77354286,-122.40889
253496,1x Gordon St,14,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
201690,324 08th St,3,12-09-2017 00:00,2017,0,37.77427041,-122.4093258
253466,98X Marston Ave,5,12-09-2017 00:00,2017,0,37.72759919,-122.4464138
253486,1x Gordon St,4,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
239064,68 12th St,3,31-10-2016 00:00,2016,1,37.77330217,-122.4190535
253484,1x Gordon St,2,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
201688,324 08th St,1,12-09-2017 00:00,2017,0,37.77442477,-122.4095252
253477,1222 Harrison St,3,12-09-2017 00:00,2017,0,37.77354286,-122.40889
253464,98X Marston Ave,3,12-09-2017 00:00,2017,0,37.72759919,-122.4464138
253494,1x Gordon St,12,12-09-2017 00:00,2017,0,37.77369248,-122.4096587
108302,2200X Divisadero St,1,15-12-2014 00:00,2014,3,37.79002102,-122.4407364
236813,207 Carl St,1,13-09-2017 00:00,2017,0,37.76531071,-122.4531282
220870,1305 Cole St,1,19-02-2014 00:00,2014,3,37.76241997,-122.449363
246906,491 Frederick St,4,23-11-2010 00:00,2010,7,37.76637792,-122.4524278
46882,,1,26-04-2002 00:00,2002,15,,
23181,520X Van Ness Ave,1,09-06-2005 00:00,2005,12,37.78035368,-122.4202932
97137,2929 Washington St,2,10-11-2015 00:00,2015,2,37.79061814,-122.441544
57940,11 Byron Ct,1,14-09-2017 00:00,2017,0,37.7095512,-122.4440176
101130,1477 Grove St,1,16-12-2015 00:00,2015,2,37.77544688,-122.4407625
127356,2100 Webster St,12,14-09-2017 00:00,2017,0,37.79118934,-122.4325322
129585,2100 Webster St,13,14-09-2017 00:00,2017,0,37.79122708,-122.4325432
124885,3443 Clay St,1,14-09-2017 00:00,2017,0,37.78864943,-122.4499834
127357,2100 Webster St,14,14-09-2017 00:00,2017,0,37.79131223,-122.4325652
103766,101X Austin St,2,01-11-2009 00:00,2009,8,37.78909655,-122.4206357
133550,3498 Clay St,2,07-05-2014 00:00,2014,3,37.78873083,-122.4502552
133551,3498 Clay St,3,07-05-2014 00:00,2014,3,37.78872872,-122.4502946
245136,102 Baker St,1,14-09-2017 00:00,2017,0,37.77198859,-122.4404841
9732,645 Gough St,1,14-06-2011 00:00,2011,6,37.77951314,-122.4236084
23286,850 Van Ness Ave,2,17-05-2002 00:00,2002,15,37.78364707,-122.4208025
36883,2515 Fillmore St,3,23-11-2016 00:00,2016,1,37.79292207,-122.4347304
14780,1019 McAllister St,3,15-12-2005 00:00,2005,12,37.77895757,-122.4286268
46296,,13,31-01-2002 00:00,2002,15,,
45854,,71,06-12-2001 00:00,2001,16,,
18277,1950 Post St,6,27-12-2007 00:00,2007,10,37.78509717,-122.4341316
45857,,4,06-12-2001 00:00,2001,16,,
94964,3098 Pacific Ave,2,25-10-2010 00:00,2010,7,37.79197074,-122.4461078
51840,421 Turk St,2,13-11-2014 00:00,2014,3,37.78244541,-122.4161263
5199,643 Divisadero St,1,29-06-2007 00:00,2007,10,37.77569343,-122.4380527
46195,,2,31-12-2001 00:00,2001,16,,
4634,500X Columbus Ave,1,19-08-2006 00:00,2006,11,37.7997472,-122.4093991
48141,,251,17-07-2002 00:00,2002,15,,
35488,2655 Bush St,1,31-10-2016 00:00,2016,1,37.78597376,-122.4410921
44703,,40,29-04-2001 00:00,2001,16,,
48176,,57,17-07-2002 00:00,2002,15,,
38690,1529 Grove St,1,02-12-2013 00:00,2013,4,37.77537003,-122.4419002
28034,1500 The Embarcadero,2,05-02-2001 00:00,2001,16,37.80478489,-122.4032294
52352,1078 Clay St,1,14-12-2005 00:00,2005,12,37.7937258,-122.4108668
48174,,67,17-07-2002 00:00,2002,15,,
116781,200 Locust St,1,10-06-2016 00:00,2016,1,37.78896448,-122.4521477
49965,1809 Baker St,1,03-08-2004 00:00,2004,13,37.78802932,-122.4439183
9425,701X Golden Gate Ave,5,08-02-2011 00:00,2011,6,37.78070619,-122.4223567
96367,1326 Green St,2,07-06-2011 00:00,2011,6,37.79802878,-122.4211002
45886,,1,06-12-2001 00:00,2001,16,,
9634,1455 Golden Gate Ave,3,13-05-2015 00:00,2015,2,37.77917326,-122.4343731
45907,,62,06-12-2001 00:00,2001,16,,
45961,,162,06-12-2001 00:00,2001,16,,
29091,281 Ellis St,1,19-11-2005 00:00,2005,12,37.78504006,-122.4108011
6358,2020X Ellis St,2,14-02-2012 00:00,2012,5,37.78151655,-122.4396378
23799,1151 Webster St,1,22-05-2012 00:00,2012,5,37.78138378,-122.430725
48248,,112,17-07-2002 00:00,2002,15,,
13059,583 Lombard St,2,28-10-2015 07:23,2015,2,37.80301536,-122.4111259
39901,,3,03-01-2002 00:00,2002,15,,
28075,915 Columbus Ave,2,17-07-2010 00:00,2010,7,37.80301036,-122.4142605
118354,100X Guerrero St,9,15-07-2016 06:05,2016,1,,
28039,1500 The Embarcadero,7,05-02-2001 00:00,2001,16,37.80453912,-122.4028825
14843,1320 McAllister St,1,10-04-2011 00:00,2011,6,37.77843939,-122.4338167
115669,2600X Scott St,1,12-02-2016 00:00,2016,1,37.79380314,-122.4398096
44534,,35,29-04-2001 00:00,2001,16,,
50999,3000X Jackson St,1,31-08-2010 00:00,2010,7,37.79125299,-122.4446357
100306,1434 Taylor St,2,14-09-2012 00:00,2012,5,37.79569857,-122.4132046
12988,324 Lombard St,1,12-02-2016 06:56,2016,1,37.80364213,-122.4070163
13947,1108 Market St,2,23-06-2015 07:47,2015,2,37.78083386,-122.4122147
103839,1552 Polk St,1,01-11-2009 00:00,2009,8,37.79137826,-122.4207669
87404,1300 Webster St,9,21-04-2008 00:00,2008,9,37.78323733,-122.4309471
53050,1024 Pacific Ave,2,02-09-2011 00:00,2011,6,37.79627352,-122.412257
12986,312 Lombard St,1,12-02-2016 06:43,2016,1,37.80365407,-122.4068692
45877,,31,06-12-2001 00:00,2001,16,,
118351,100X Guerrero St,6,15-07-2016 06:32,2016,1,,
45905,,35,06-12-2001 00:00,2001,16,,
24569,2325 Fillmore St,1,28-03-2001 00:00,2001,16,37.79112452,-122.4343763
52886,2833 Laguna St,1,25-05-2010 00:00,2010,7,37.79738083,-122.4305699
11124,2115 Hyde St,1,14-01-2002 00:00,2002,15,37.80071079,-122.4194454
24256,203 Willow St,1,15-03-2014 00:00,2014,3,37.78325498,-122.4214063
103803,98X Hemlock St,1,01-11-2009 00:00,2009,8,37.78736905,-122.4195697
3010,2408 California St,1,06-01-2016 00:00,2016,1,37.78894678,-122.4342549
14823,1234 McAllister St,9,19-01-2001 00:00,2001,16,37.77856657,-122.4327229
110155,1041 Broadway,1,25-03-2015 00:00,2015,2,37.79684111,-122.4143346
18883,2323 Sacramento St,3,26-02-2009 00:00,2009,8,37.79006106,-122.431582
44688,,108,29-04-2001 00:00,2001,16,,
8092,762 Fulton St,3,04-12-2010 00:00,2010,7,37.77814779,-122.4287097
46000,,118,06-12-2001 00:00,2001,16,,
48083,,193,17-07-2002 00:00,2002,15,,
4655,543 Columbus Ave,1,24-03-2016 08:25,2016,1,37.79994414,-122.4098467
103784,103X Fern St,1,01-11-2009 00:00,2009,8,37.78815552,-122.4204886
49888,1400 Filbert St,1,16-07-2009 00:00,2009,8,37.7997418,-122.4226947
41645,146 Blake St,1,10-11-2001 00:00,2001,16,37.7812951,-122.4509184
103826,1000 Polk St,2,01-11-2009 00:00,2009,8,37.78608856,-122.4196889
44605,,148,29-04-2001 00:00,2001,16,,
7742,355X Franklin St,2,24-12-2009 00:00,2009,8,37.77784006,-122.4215891
48244,,122,17-07-2002 00:00,2002,15,,
107780,3155 Scott St,3,24-10-2014 00:00,2014,3,37.79895532,-122.4410126
13621,562 Market St,2,20-03-2001 00:00,2001,16,37.78963131,-122.4011265
44595,,150,29-04-2001 00:00,2001,16,,
51151,1600X North Point St,4,28-07-2004 00:00,2004,13,37.80405398,-122.4339052
106876,3200X Clay St,2,22-07-2014 00:00,2014,3,37.78927166,-122.4460656
24261,600X Willow St,5,19-11-2004 00:00,2004,13,37.7824886,-122.4279686
38523,1629 Taylor St,1,11-09-2014 00:00,2014,3,37.79741287,-122.4137102
45930,,41,06-12-2001 00:00,2001,16,,
44933,,166,25-04-2001 00:00,2001,16,,
50011,99@ 20TH ST Tennessee St,1,25-07-2003 00:00,2003,14,,
94107,311X Hayes St,1,09-06-2010 00:00,2010,7,37.77695571,-122.4217777
117618,345 Stockton St,6,30-06-2016 00:00,2016,1,37.78867019,-122.4068986
107778,3155 Scott St,1,24-10-2014 00:00,2014,3,37.79903959,-122.4410268
5213,824 Divisadero St,1,06-12-2006 00:00,2006,11,37.77726246,-122.4381438
58811,2049 Green St,1,03-12-2014 00:00,2014,3,37.79641728,-122.4328243
47475,,1,14-05-2002 00:00,2002,15,,
9927,2010 Gough St,3,10-05-2013 00:00,2013,4,37.79217876,-122.4259729
44099,1880 Filbert St,1,02-01-2015 00:00,2015,2,37.79876826,-122.4303598
7951,1740 Franklin St,1,04-07-2010 00:00,2010,7,37.79067391,-122.4239788
44607,,171,29-04-2001 00:00,2001,16,,
9541,1100X Golden Gate Ave,9,02-01-2014 00:00,2014,3,37.77991956,-122.4297679
13058,583 Lombard St,1,18-02-2016 00:00,2016,1,37.80300529,-122.4111976
13051,548 Lombard St,1,21-01-2016 12:01,2016,1,37.80317921,-122.4105951
18924,2675 Sacramento St,1,14-05-2013 00:00,2013,4,37.78940601,-122.4368583
45851,,74,06-12-2001 00:00,2001,16,,
44995,,107,25-04-2001 00:00,2001,16,,
119617,3536 Baker St,1,02-09-2016 00:00,2016,1,37.8038161,-122.446951
48270,,94,17-07-2002 00:00,2002,15,,
44926,,199,25-04-2001 00:00,2001,16,,
46584,2790 York St,1,05-04-2002 00:00,2002,15,,
48263,,127,17-07-2002 00:00,2002,15,,
8038,555 Fulton St,8,18-09-2015 00:00,2015,2,37.77838979,-122.4256078
7076,1712 Fell St,1,11-07-2008 00:00,2008,9,37.77300057,-122.4464257
44583,,147,29-04-2001 00:00,2001,16,,
62038,2015 Divisadero St,1,14-01-2015 00:00,2015,2,37.78849734,-122.4406399
44602,,130,29-04-2001 00:00,2001,16,,
8090,762 Fulton St,1,04-12-2010 00:00,2010,7,37.77817943,-122.4285101
46045,,172,06-12-2001 00:00,2001,16,,
14661,683 McAllister St,1,14-06-2016 00:00,2016,1,37.77965371,-122.4231573
48241,,25,17-07-2002 00:00,2002,15,,
117054,3570 Jackson St,2,06-07-2016 00:00,2016,1,37.7901066,-122.4536265
117021,168 Hyde St,5,17-05-2016 00:00,2016,1,37.78244048,-122.4155902
42638,1651 Union St,8,22-06-2016 14:49,2016,1,37.79823276,-122.425977
45635,851 Van Ness Ave,4,23-08-2002 00:00,2002,15,37.78343583,-122.4210986
23582,3100X Van Ness Ave,5,25-01-2008 00:00,2008,9,37.80471709,-122.4252231
8160,1100 Fulton St,1,09-06-2007 00:00,2007,10,37.77732647,-122.43505
6936,528 Fell St,2,22-02-2008 00:00,2008,9,37.77554269,-122.4266819
12245,501 Laguna St,1,03-02-2015 15:15,2015,2,37.77573191,-122.4262097
13117,1626 Lombard St,1,15-03-2014 00:00,2014,3,37.80092973,-122.4284341
4644,515 Columbus Ave,1,24-03-2016 07:54,2016,1,37.79975921,-122.4095764
18998,3009 Sacramento St,1,01-07-2011 00:00,2011,6,37.78865833,-122.4427274
48328,,138,17-07-2002 00:00,2002,15,,
45002,,114,25-04-2001 00:00,2001,16,,
11068,1746 Hyde St,1,09-05-2014 00:00,2014,3,37.79707789,-122.4185355
23306,1000 Van Ness Ave,1,21-08-2014 00:00,2014,3,37.78499776,-122.4210736
103797,1201 Polk St,2,01-11-2009 00:00,2009,8,37.78788357,-122.4202338
120897,3760 Webster St,2,04-10-2016 00:00,2016,1,37.80558275,-122.435415
96642,2111 Steiner St,1,17-07-2013 00:00,2013,4,37.78929715,-122.4356849
9456,800X Golden Gate Ave,12,15-12-2005 00:00,2005,12,37.78057323,-122.4247889
44657,,67,29-04-2001 00:00,2001,16,,
44855,,17,25-04-2001 00:00,2001,16,,
44924,,197,25-04-2001 00:00,2001,16,,
44945,,178,25-04-2001 00:00,2001,16,,
9925,2010 Gough St,1,21-02-2008 00:00,2008,9,37.79204449,-122.4259472
24573,2100 Fillmore St,2,22-03-2016 00:00,2016,1,37.78917333,-122.4338141
13016,407 Lombard St,2,16-03-2016 14:31,2016,1,37.80335615,-122.4083681
41173,3253 Baker St,1,23-11-2016 00:00,2016,1,37.80116166,-122.4465697
29112,669 Ellis St,1,19-11-2005 00:00,2005,12,37.78423448,-122.4171592
118350,100X Guerrero St,5,15-07-2016 05:53,2016,1,,
8037,555 Fulton St,7,18-09-2015 00:00,2015,2,37.77837636,-122.425711
20183,1225 Steiner St,4,19-12-2015 08:14,2015,2,37.7806472,-122.4339255
3009,2402 California St,1,11-07-2012 00:00,2012,5,37.78896515,-122.4341249
44709,,93,29-04-2001 00:00,2001,16,,
21659,1750 Sutter St,1,26-03-2015 00:00,2015,2,37.78670601,-122.4289326
48160,,270,17-07-2002 00:00,2002,15,,
5284,1351 Divisadero St,1,21-04-2016 00:00,2016,1,37.78215542,-122.4393417
44616,,180,29-04-2001 00:00,2001,16,,
7804,699X Franklin St,1,01-01-2001 00:00,2001,16,37.78068073,-122.4221588
23462,2300 Van Ness Ave,3,27-04-2011 00:00,2011,6,37.79701968,-122.4234944
18230,1737-1795 Post St,9,09-04-2004 00:00,2004,13,37.78541335,-122.4303945
52359,645 Hyde St,1,14-12-2005 00:00,2005,12,37.78688099,-122.4166624
23280,840 Van Ness Ave,2,18-04-2008 00:00,2008,9,37.78353613,-122.4207814
87732,3200X Van Ness Ave,4,10-05-2008 00:00,2008,9,37.80537308,-122.4253403
103804,98X Hemlock St,2,01-11-2009 00:00,2009,8,37.78735582,-122.4196609
44652,,72,29-04-2001 00:00,2001,16,,
92814,2801 Jackson St,1,06-11-2009 00:00,2009,8,37.79152387,-122.4415528
87738,3200X Van Ness Ave,10,10-05-2008 00:00,2008,9,37.80588231,-122.4254373
21662,1750 Sutter St,4,26-03-2015 00:00,2015,2,37.78666766,-122.4291781
106877,3200X Clay St,4,22-07-2014 00:00,2014,3,37.78925449,-122.446221
7044,1300 Fell St,3,21-01-2010 00:00,2010,7,37.77387736,-122.4396689
24257,600X Willow St,1,19-11-2004 00:00,2004,13,37.78253017,-122.427631
29094,530 Ellis St,1,19-11-2005 00:00,2005,12,37.78465383,-122.4149866
29751,1331 Columbus Ave,1,19-08-2006 00:00,2006,11,37.80653706,-122.4193596
7091,1908 Fell St,1,12-07-2014 00:00,2014,3,37.77262039,-122.4494557
49969,250 McAllister St,2,10-05-2016 00:00,2016,1,37.78066975,-122.416264
8091,762 Fulton St,2,04-12-2010 00:00,2010,7,37.77816647,-122.4286208
108160,2559 Van Ness Ave,3,26-11-2014 00:00,2014,3,37.79920141,-122.4242875
48296,,135,17-07-2002 00:00,2002,15,,
81381,822 Geary St,1,08-11-2003 00:00,2003,14,37.78633207,-122.4168836
8104,780 Fulton St,1,04-12-2010 00:00,2010,7,37.77805175,-122.4294075
13010,396 Lombard St,1,28-10-2015 07:16,2015,2,37.80353494,-122.4078666
94108,311X Hayes St,2,09-06-2010 00:00,2010,7,37.77698296,-122.4216336
94317,849 Leavenworth St,2,13-07-2010 00:00,2010,7,37.78904048,-122.4153974
96202,632 Hayes St,1,24-12-2014 00:00,2014,3,37.77645668,-122.426889
117113,1650 Broadway,2,07-06-2016 00:00,2016,1,37.79570661,-122.4244156
44936,,169,25-04-2001 00:00,2001,16,,
98004,1908 Filbert St,1,20-11-2015 00:00,2015,2,37.79866965,-122.4311045
63512,1912 Golden Gate Ave,1,10-11-2016 00:00,2016,1,37.7782986,-122.4425133
18845,2135 Sacramento St,2,22-06-2016 15:13,2016,1,37.79051613,-122.4280741
44850,,39,25-04-2001 00:00,2001,16,,
48127,,295,17-07-2002 00:00,2002,15,,
44915,,188,25-04-2001 00:00,2001,16,,
44667,,78,29-04-2001 00:00,2001,16,,
45943,,183,06-12-2001 00:00,2001,16,,
44876,,149,25-04-2001 00:00,2001,16,,
23460,2300 Van Ness Ave,1,21-03-2013 00:00,2013,4,37.79683556,-122.4234608
45005,,117,25-04-2001 00:00,2001,16,,
11098,1931 Hyde St,1,14-06-2014 00:00,2014,3,37.7986546,-122.4190263
103823,1000 Polk St,5,01-11-2009 00:00,2009,8,37.78622549,-122.4197238
109327,1868 Greenwich St,1,11-02-2015 00:00,2015,2,37.7997141,-122.4304049
103666,350X Hickory St,5,07-06-2013 00:00,2013,4,,
13009,378 Lombard St,1,09-06-2016 14:11,2016,1,37.80353699,-122.4077396
116211,3801 Sacramento St,3,30-08-2016 00:00,2016,1,37.7870236,-122.4556293
48314,,180,17-07-2002 00:00,2002,15,,
13240,2346 Lombard St,1,22-01-2015 00:00,2015,2,37.79943319,-122.4402
44680,,100,29-04-2001 00:00,2001,16,,
87403,1300 Webster St,8,21-04-2008 00:00,2008,9,37.78318093,-122.4309314
28099,531 Divisadero St,1,21-04-2016 00:00,2016,1,37.77453936,-122.4378182
19242,707 Scott St,1,06-10-2012 00:00,2012,5,37.77642866,-122.436453
28043,1500 The Embarcadero,11,05-02-2001 00:00,2001,16,37.80434726,-122.4026193
79352,2909 Bush St,1,08-09-2001 00:00,2001,16,37.78539587,-122.4455265
7950,1735 Franklin St,1,28-01-2008 00:00,2008,9,37.79068151,-122.4241712
48249,,113,17-07-2002 00:00,2002,15,,
118347,100X Guerrero St,2,15-07-2016 05:39,2016,1,,
81955,611 Hyde St,1,08-01-2013 00:00,2013,4,37.78652826,-122.4165912
4679,700X Columbus Ave,6,19-08-2006 00:00,2006,11,37.80175408,-122.4122854
118352,100X Guerrero St,7,15-07-2016 06:56,2016,1,,
46713,,5,24-04-2002 00:00,2002,15,,
2605,1760 Bush St,4,04-07-2011 00:00,2011,6,37.78800499,-122.4263915
13042,515-519 Lombard St,1,06-01-2016 07:23,2016,1,37.80313757,-122.4101328
34899,2530 Fillmore St,1,28-07-2016 00:00,2016,1,37.79284925,-122.4345521
51000,3000X Jackson St,2,31-08-2010 00:00,2010,7,37.79124771,-122.4446741
29109,763 Ellis St,1,06-02-2016 08:26,2016,1,37.78404867,-122.4187186
74484,749 Polk St,4,29-06-2016 00:00,2016,1,37.78366075,-122.4193565
13437,2X Market St,5,01-11-2016 07:33,2016,1,37.79430187,-122.3952164
48133,,31,17-07-2002 00:00,2002,15,,
18895,2540 Sacramento St,1,21-07-2015 00:00,2015,2,37.78979244,-122.4348765
46005,,191,06-12-2001 00:00,2001,16,,
23219,602X Van Ness Ave,3,09-06-2005 00:00,2005,12,37.78144738,-122.4205183
62586,2757 Divisadero St,1,25-04-2016 00:00,2016,1,37.79512031,-122.4419911
23480,2430 Van Ness Ave,1,30-06-2011 00:00,2011,6,37.79806013,-122.4237094
28721,1881 Bush St,2,02-01-2003 00:00,2003,14,37.78759252,-122.4283298
28095,650 Divisadero St,2,06-12-2006 00:00,2006,11,37.77576197,-122.4378369
117115,1650 Broadway,4,07-06-2016 00:00,2016,1,37.7956946,-122.4245027
117020,168 Hyde St,4,17-05-2016 00:00,2016,1,37.78240492,-122.4155752
23218,602X Van Ness Ave,2,09-06-2005 00:00,2005,12,37.78138333,-122.4204996
44578,,142,29-04-2001 00:00,2001,16,,
44603,,121,29-04-2001 00:00,2001,16,,
48349,,152,17-07-2002 00:00,2002,15,,
48084,,194,17-07-2002 00:00,2002,15,,
44674,,56,29-04-2001 00:00,2001,16,,
39272,2740 Green St,2,15-04-2015 00:00,2015,2,37.79507476,-122.4442862
9707,500X Gough St,2,05-11-2009 00:00,2009,8,37.77811604,-122.4231331
45953,,150,06-12-2001 00:00,2001,16,,
18935,2720 Sacramento St,1,17-12-2001 00:00,2001,16,37.78943577,-122.4376704
44584,,114,29-04-2001 00:00,2001,16,,
108707,1849 Chestnut St,1,02-01-2015 00:00,2015,2,37.80106048,-122.4337727
13024,445 Lombard St,1,04-09-2014 14:58,2014,3,37.80329398,-122.408858
122541,2233 Post St,1,23-11-2016 00:00,2016,1,37.78436246,-122.4387494
103783,1233 Polk St,1,01-11-2009 00:00,2009,8,37.78833313,-122.4203153
47379,4453 Manzanita Ave,1,13-05-2002 00:00,2002,15,,
46193,,4,31-12-2001 00:00,2001,16,,
48078,,244,17-07-2002 00:00,2002,15,,
7737,325 Franklin St,1,31-05-2001 00:00,2001,16,37.77742648,-122.4214789
48139,,249,17-07-2002 00:00,2002,15,,
45844,,82,06-12-2001 00:00,2001,16,,
7045,1300 Fell St,4,21-01-2010 00:00,2010,7,37.77386821,-122.4397271
6999,950X Fell St,3,08-03-2006 00:00,2006,11,37.77460702,-122.4339372
45000,,112,25-04-2001 00:00,2001,16,,
45969,,154,06-12-2001 00:00,2001,16,,
103829,999 Polk St,2,01-11-2009 00:00,2009,8,37.78556004,-122.4197704
105967,2878 Vallejo St,1,03-05-2016 00:00,2016,1,37.79408971,-122.4445547
30037,2231 Franklin St,1,14-02-2008 00:00,2008,9,37.79497033,-122.4250415
120901,2032 Scott St,1,23-11-2016 00:00,2016,1,37.78897146,-122.4388293
48262,,126,17-07-2002 00:00,2002,15,,
9461,800X Golden Gate Ave,17,15-12-2005 00:00,2005,12,37.78051789,-122.4251717
24489,840 Fell St,1,08-03-2006 00:00,2006,11,37.77487417,-122.4317584
84829,2680 Post St,3,23-04-2011 00:00,2011,6,37.78361358,-122.4457816
29125,345 Leavenworth St,1,19-11-2005 00:00,2005,12,37.78439172,-122.4144628
46715,,4,24-04-2002 00:00,2002,15,,
94203,1000 Green St,2,25-06-2010 00:00,2010,7,37.79870917,-122.4158916
117112,1650 Broadway,1,07-06-2016 00:00,2016,1,37.79571301,-122.4243477
46201,,1,31-12-2001 00:00,2001,16,,
48065,,219,17-07-2002 00:00,2002,15,,
13011,396 Lombard St,2,28-10-2015 07:12,2015,2,37.80351953,-122.4079552
84945,1812 Webster St,1,06-06-2007 00:00,2007,10,37.78767698,-122.4318125
13114,1618 Lombard St,1,30-01-2005 00:00,2005,12,37.80094126,-122.4283139
24258,600X Willow St,2,18-07-2015 14:30,2015,2,37.78252216,-122.4277145
44698,,82,29-04-2001 00:00,2001,16,,
46066,,135,06-12-2001 00:00,2001,16,,
96090,3122 Sacramento St,2,04-06-2011 00:00,2011,6,37.78856291,-122.4445332
24259,600X Willow St,3,18-07-2015 14:34,2015,2,37.78251404,-122.4277884
30167,3110 California St,1,04-04-2007 00:00,2007,10,37.78748002,-122.4457899
82000,1150 Francisco St,1,04-06-2008 00:00,2008,9,37.8034571,-122.4235082
32283,2242 Steiner St,1,05-12-2011 00:00,2011,6,37.79018567,-122.4356995
117017,168 Hyde St,1,17-05-2016 00:00,2016,1,37.78225418,-122.415528
6877,240 Fell St,1,02-08-2002 00:00,2002,15,37.77614594,-122.4218771
44929,,191,25-04-2001 00:00,2001,16,,
39271,2740 Green St,1,03-03-2015 00:00,2015,2,37.79508464,-122.4442003
28074,915 Columbus Ave,1,17-07-2010 00:00,2010,7,37.80305126,-122.414307
48342,,159,17-07-2002 00:00,2002,15,,
49875,0@ 14th ST Trainor St,3,30-06-2003 00:00,2003,14,,
48335,,145,17-07-2002 00:00,2002,15,,
58349,345 Stockton St,1,30-06-2016 00:00,2016,1,37.7889841,-122.4069614
51068,,1,14-07-2004 00:00,2004,13,,
45847,,86,06-12-2001 00:00,2001,16,,
13056,567 Lombard St,1,06-01-2016 07:33,2016,1,37.80304695,-122.4108457
112618,2200X Steiner St,1,20-06-2016 00:00,2016,1,37.78973461,-122.4356117
94373,1633 Fillmore St,2,16-03-2013 00:00,2013,4,37.78465102,-122.4330661
44640,,69,29-04-2001 00:00,2001,16,,
23898,1581 Webster St,5,30-03-2006 00:00,2006,11,37.7848067,-122.4314377
48206,,49,17-07-2002 00:00,2002,15,,
14856,1360 McAllister St,1,10-04-2011 00:00,2011,6,37.77836916,-122.4343335
103780,1245 Polk St,2,01-11-2009 00:00,2009,8,37.78842601,-122.4203454
48095,,205,17-07-2002 00:00,2002,15,,
28725,1970 Sutter St,3,21-03-2013 00:00,2013,4,37.78622646,-122.4327389
57775,2809 Bush St,1,06-08-2015 00:00,2015,2,37.78563827,-122.4437884
55912,801 Chestnut St,1,05-06-2013 00:00,2013,4,37.80322592,-122.4169469
108032,145X Capra Way,1,17-11-2014 00:00,2014,3,37.80258387,-122.440613
34255,2280 Vallejo St,1,23-11-2016 00:00,2016,1,37.79534561,-122.4346603
46303,,3,31-01-2002 00:00,2002,15,,
23469,2327 Van Ness Ave,1,27-04-2011 00:00,2011,6,37.7973328,-122.4239143
44532,,37,29-04-2001 00:00,2001,16,,
110275,2612 Scott St,2,08-07-2016 00:00,2016,1,37.79419188,-122.4398842
44549,,7,29-04-2001 00:00,2001,16,,
98490,1815 Baker St,1,11-04-2015 00:00,2015,2,37.78821822,-122.4439421
2175,1294X Fell St,1,21-06-2012 00:00,2012,5,37.77398046,-122.4388742
107440,2770 Green St,2,08-09-2014 00:00,2014,3,37.79502783,-122.444684
48162,,272,17-07-2002 00:00,2002,15,,
44935,,168,25-04-2001 00:00,2001,16,,
27582,1777 Turk St,1,25-08-2015 00:00,2015,2,37.77964761,-122.4382921
44892,,126,25-04-2001 00:00,2001,16,,
115534,100X Hayes St,4,08-02-2016 00:00,2016,1,37.77752848,-122.4184202
52814,2760 Broderick St,4,30-05-2006 00:00,2006,11,37.79588273,-122.443653
45017,,89,25-04-2001 00:00,2001,16,,
97674,2619 Sutter St,1,03-11-2011 00:00,2011,6,37.78462851,-122.4441348
117446,1442 Sacramento St,1,14-06-2016 00:00,2016,1,37.79206834,-122.4168013
93399,2101 Turk Blvd,1,09-12-2008 00:00,2008,9,37.77890126,-122.4440421
94205,225 Bush St,2,25-06-2010 00:00,2010,7,37.79105004,-122.4012405
18989,2949 Sacramento St,1,29-10-2007 00:00,2007,10,37.78883279,-122.4414233
45944,,133,06-12-2001 00:00,2001,16,,
29160,548 Jones St,1,19-11-2005 00:00,2005,12,37.78643131,-122.4130091
108162,2559 Van Ness Ave,5,26-11-2014 00:00,2014,3,37.79913228,-122.4242673
